# 由 qingjian-gloss-gen 生成（LLM）。词	[词性. ]译词|假名	[词性. ]译词|假名
㑇	n. 㑇
日志处理	phr. ログ処理|ろぐしょり
日志审计	n. ログ監査|ログかんさ
日志工具	n. ログツール|ろぐつーる
日志打印	phr. ログ出力|ろぐしゅつりょく
日志收集	n. ログ収集|ろぐしゅうしゅう
日志文件	n. ログファイル|ログファイル
日志文件系统	n. ジャーナリングファイルシステム|じゃーなりんぐふぁいるしすてむ
日志服务器	n. ログサーバー|ログサーバー
日志框架	n. ロギングフレームワーク|ロギングフレームワーク
日志监控	n. ログ監視|ログかんし
日志管理	n. ログ管理|ろぐかんり
日志系统	n. ログシステム|ログシステム
日志记录	n. ログ記録|ログきろく
日志输出	n. ログ出力|ログしゅつりょく
日志配置	n. ログ設定|ログせってい
日志采集	n. ログ収集|ログしゅうしゅう
日忽忽其将暮	phr. 日は忽忽として暮れんとす|ひはこつこつとしてくれんとす
日思夜盼	phr. 日夜思い焦がれる|にちやおもいこがれる
日怪	adj. 変だ|へんだ
日戳	n. 日付印|ひづけいん
日托	n. デイケア|デイケア
日报	n. 日報|にっぽう
日报大厦	n. 日報ビル|にっぽうビル
日文	n. 日本語|にほんご
日文版	n. 日本語版|にほんごばん
日料	n. 日本料理|にほんりょうり
日斜归去奈何春	phr. 日斜めに帰る奈何せん春|ひななめにかえるいかんせんはる
日斜征虏亭	phr. 日斜征虜亭|ひななめせいりょてい
日新	adj. 日新|にっしん
日新月异	phr. 日進月歩|にっしんげっぽ
日新街	n. 日新街|にっしんがい
日方	n. 日本側|にほんがわ
日日	n. 日日|にちにち
日日夜夜	phr. 日夜|にちや
日日思君不见君	phr. 日々君を思えども君に会えず|ひびきみをおもえどもきみにあえず
日日悲看水独流	phr. 日々悲しみて水の独り流るるを見る|ひびかなしみてみずのひとりながるるをみる
日日春光斗日光	phr. 日日春光日光と競う|ひびしゅんこうにっこうときそう
日星乡	n. 日星郷|にっせいきょう
日映西陵松柏枝	phr. 日は西陵の松柏の枝に映ゆ|ひはせいりょうのしょうはくのえだにはゆ
日晏犹得眠	phr. 日晏くともなお眠り得|ひおそくともなおねむりえ
日晒	n. 日焼け|ひやけ
日晒防治膏	n. 日焼け防止クリーム|ひやけぼうしくりーむ
日晒雨淋	phr. 雨ざらし|あめざらし
日晕	n. 日暈|ひがさ
日晖新村	n. 日暉新村|にっきしんそん
日晚上楼招估客	phr. 夕方楼上にて客を招く|ゆうがたろうじょうにてきゃくをまねく
日晚倦梳头	phr. 夕方髪を梳くのも倦む|ゆうがたかみをすくのもあくむ
日暮	n. 日暮れ|ひぐれ
日暮东风怨啼鸟	phr. 日暮れ東風鳥の啼くを怨む|ひぐれこちとりのなくをうらむ
日暮乡关何处是	phr. 日暮れて故郷は何処にある|ひくれてこきょうはどこにある
日暮倚修竹	phr. 日暮れに長い竹に倚る|ひぐれにながいだけによる
日暮客愁新	phr. 日暮れに客の愁い新たなり|ひぐれにきゃくのうれいあらたなり
日暮归来洗靴袜	phr. 日暮れに帰り靴下を洗う|ひぐれにかえりくつしたをあらう
日暮待情人	phr. 日暮れに情人を待つ|ひぐれにじょうじんをまつ
日暮掩柴扉	phr. 日暮れに柴の戸を閉ざす|ひぐれにしばのとをとざす
日暮敲门无处换	phr. 日暮れに門を敲くも換える所なし|ひぐれにもんをたたくもかえるところなし
日暮汉宫传蜡烛	phr. 日暮れに漢宮で蝋燭を伝える|ひぐれにかんきゅうでろうそくをつたえる
日暮苍山远	phr. 日暮れて蒼山遠し|ひくれてそうざんとおし
日暮荥阳驿中宿	phr. 日暮れに滎陽の駅に宿る|ひぐれにけいようのえきにやどる
日暮行人争渡急	phr. 日暮れに行人渡りを争う|ひぐれにこうじんわたりをあらそう
日暮途穷	phr. 日暮れて道窮まる|ひくれてみちきわまる
日暮黄云高	phr. 日暮れに黄雲高し|ひぐれにこううんたかし
日月	n. 日月|じつげつ
日月不同光	phr. 日月は光を異にする|じつげつはひかりをことにする
日月不得不行	phr. 日月は行かざるを得ず|じつげつはゆかざるをえず
日月同光华	phr. 日月同じく光華|じつげつおなじくこうか
日月如梭	phr. 光陰矢の如し|こういんやのごとし
日月忽其不淹兮	phr. 日月忽として淹まらず|じつげつこつとしてとどまらず
日月掷人去	phr. 日月人を投げ去る|じつげつひとをなげさる
日月无光	phr. 日月光を失う|じつげつひかりをうしなう
日月星光花园	n. 日月星光花園|じつげつせいこうかえん
日月潭	n. 日月潭|にちげつたん
日月生辉	phr. 日月輝く|じつげつかがやく
日月经天	phr. 日月天を経る|じつげつてんをへる
日月蛤	n. 日月貝|じつげつがい
日月路	n. 日月の道|じつげつのみち
日有所思	phr. 昼に思うこと|ひるにおもうこと
日朗乡	n. 日朗郷|にちろうきょう
日期	n. 日付|ひづけ
日期函数	n. 日付関数|ひづけかんすう
日期处理	n. 日付処理|ひづけしょり
日期工具类	n. 日付ユーティリティクラス|ひづけユーティリティクラス
日期控件	n. 日付コントロール|ひづけコントロール
日期方法	n. 日付メソッド|ひづけメソッド
日期时间	n. 日時|にちじ
日期格式	n. 日付形式|ひづけけいしき
日期格式化	n. 日付フォーマット|ひづけフォーマット
日期格式转换	phr. 日付形式変換|ひづけけいしきへんかん
日期比较	n. 日付比較|ひづけひかく
日期类	n. 日付クラス|ひづけクラス
日期计算	n. 日付計算|ひづけけいさん
日期记录	n. 日付記録|ひづけきろく
日期转换	n. 日付変換|ひづけへんかん
日期选择	n. 日付選択|ひづけせんたく
日期选择器	n. 日付選択器|ひづけせんたくき
日本	n. 日本|にほん
日本三角涡虫	n. ニホンウズムシ|にほんうずむし
日本下鱵鱼	n. 日本のサヨリ|にほんのさより
日本专利制度	n. 日本特許制度|にほんとっきょせいど
日本专利法	n. 日本特許法|にほんとっきょほう
日本东京	n. 東京|とうきょう
日本丝毛犬	n. 日本シルキー犬|にほんシルキーけん
日本丝蟌	n. ニホンカワトンボ|にほんかわとんぼ
日本丽瓢虫	n. ナミテントウ|なみてんとう
日本五棘鲷	n. ニホンゴカクダイ|にほんごかくだい
日本五角瓜参	n. ニホンゴカクナマコ|にほんごかくなまこ
日本人	n. 日本人|にほんじん
日本仙女鱼	n. ニホンセンニョギョ|にほんせんにょぎょ
日本伪才女虫	n. ニホンギセルゴカイ|にほんぎせるごかい
日本似织螽	n. ニホンクツワムシ|にほんくつわむし
日本侧齿叶蜂	n. ニホンハバチ|にほんはばち
日本公司法规范	n. 日本会社法規範|にほんかいしゃほうきはん
日本关公蟹	n. 日本モクズガニ|にほんモクズガニ
日本军用鸽	n. 日本軍用鳩|にほんぐんようばと
日本冠鹮	n. トキ|とき
日本刺尾鱼	n. ニホンニザ|にほんにざ
日本副盲鳗	n. ニホンメクラウナギ|にほんめくらうなぎ
日本医蛭	n. ヤマビル|やまびる
日本半皱唇鲨	n. ニホンホシザメ|にほんほしざめ
日本单鳍电鱝	n. ニホンシビレエイ|にほんしびれえい
日本南瓜	n. 日本カボチャ|にほんカボチャ
日本南角甲螨	n. ニホンミナミダニ|にほんみなみだに
日本叉尾海燕	n. ヒメウミツバメ|ひめうみつばめ
日本叶灯鱼	n. ニホンハダカイワシ|にほんはだかいわし
日本叶蜂	n. ニホンハバチ|にほんはばち
日本囊对虾	n. クルマエビ|くるまえび
日本四星步行虫	n. ニホンヨツボシゴミムシ|にほんよつぼしごみむし
日本国	n. 日本国|にほんこく
日本国内	n. 日本国内|にほんこくない
日本国家总动员法	n. 国家総動員法|こっかそうどういんほう
日本国检察制度	n. 日本の検察制度|にほんのけんさつせいど
日本圆柱水虱	n. ニホンタマコツブムシ|にほんたまこつぶむし
日本地龟	n. ニホンイシガメ|にほんいしがめ
日本大毛蚶	n. アカガイ|あかがい
日本大鳞大眼鲷	n. ニホンキンメダイ|にほんきんめだい
日本大黄蜂	n. オオスズメバチ|おおすずめばち
日本女性	n. 日本人女性|にほんじんじょせい
日本小瓢虫	n. ヒメテントウ|ひめてんとう
日本小眼宝螺	n. ニホンコガタダカラ|にほんこがただから
日本小蠹	n. ニホンキクイムシ|にほんきくいむし
日本小鼯鼠	n. ニホンコモモ|にほんこもも
日本尖牙鲈光棘	n. ニホンキバスズキ|にほんきばすずき
日本岩瓷蟹	n. ニホンイワガニモドキ|にほんいわがにもどき
日本崖地蛛	n. ニホンガケグモ|にほんがけぐも
日本左鮃	n. ヒラメ|ひらめ
日本希蛛	n. ニホンキシダグモ|にほんきしだぐも
日本庄园制度	n. 日本荘園制度|にほんしょうえんせいど
日本彈頭螺	n. ニホンダンジョウガイ|にほんだんじょうがい
日本投降	phr. 日本降伏|にほんこうふく
日本拟人面蟹	n. ニホンニンズメガニ|にほんにんずめがに
日本拟冰杜父鱼	n. ニホンギヒョウカジカ|にほんぎひょうかじか
日本拟绵蟹	n. ニホンワタクズガニ|にほんわたくずがに
日本拟背尾水虱	n. ニホンギハイビオウミジラミ|にほんぎはいびおうみじらみ
日本拟隆头鱼	n. 日本のベラ|にほんのべら
日本政府	n. 日本政府|にほんせいふ
日本政治	n. 日本政治|にほんせいじ
日本文化	n. 日本文化|にほんぶんか
日本文昌鱼	n. ニホンナメクジウオ|にほんなめくじうお
日本斜纹蛤	n. ニホンスジボラガイ|にほんすじぼらがい
日本新糠虾	n. 日本新糠蝦|にほんしんこうか
日本新防卫大纲	n. 日本新防衛大綱|にほんしんぼうえいたいこう
日本方面	n. 日本側|にほんがわ
日本无尾猫	n. ニホンボブテイル|にほんぼぶている
日本晁卿辞帝都	phr. 日本晁卿帝都を辞す|にほんちょうけいていとをじす
日本月华螺	n. ニホンツキヒモガイ|にほんつきひもがい
日本木蠹蛾	n. 日本のカミキリガ|にほんのかみきりが
日本杜父鱼	n. ニホンカジカ|にほんかじか
日本条露螽	n. ニホンクサキリ|にほんくさきり
日本松雀鹰	n. 日本ハイタカ|にほんハイタカ
日本枪乌贼	n. 日本槍烏賊|にほんやりいか
日本柴犬	n. 柴犬|しばいぬ
日本格特蛤	n. ニホンアサリ|にほんあさり
日本桥棘鲷	n. ニホンテンジクダイ|にほんてんじくだい
日本棘杜父鱼	n. ニホントゲカジカ|にほんとげかじか
日本棘花鮨	n. ニホンハタ|にほんはた
日本植绥螨	n. ニホンハダニ|にほんはだに
日本榕萤叶甲	n. ニホンイチジクハムシ|にほんいちじくはむし
日本模裂虫	n. ニホンモドキゴカイ|にほんもどきごかい
日本毛唇花蝽	n. ニホンケブカハナカメムシ|にほんけぶかはなかめむし
日本毛翼虫	n. ニホンケムシ|にほんけむし
日本毛蚶	n. ニホンアカガイ|にほんあかがい
日本永驻权	n. 日本の永住権|にほんのえいじゅうけん
日本池英犬	n. 狆|ちん
日本海	n. 日本海|にほんかい
日本海军	n. 日本海軍|にほんかいぐん
日本海萤	n. ウミホタル|うみほたる
日本溪树蛙	n. ニホンカジカガエル|にほんかじかがえる
日本漫画	n. 日本の漫画|にほんのまんが
日本版	n. 日本版|にほんばん
日本牛目鲷	n. ニホンキンメダイ|にほんきんめだい
日本犀鳕	n. ニホンソコダラ|にほんそこだら
