# 由 qingjian-gloss-gen 生成（LLM）。词	[词性. ]译词	[词性. ]译词
㕮	v. chew
毛跗地种蝇	n. root maggot fly
毛躁	adj. irritable	adj. rash
毛躄鱼	n. frogfish
毛边	n. raw edge
毛边纸	n. rough-edged paper
毛遂	n. Mao Sui
毛遂自荐	phr. volunteer oneself
毛里坦猿人	n. Mauritanian ape-man
毛里塔尼亚短颊鳗	n. eel
毛里塔里亚蟾蜍	n. toad
毛里求斯	n. Mauritius
毛里求斯丝隆头鱼	n. wrasse
毛里求斯乐园钩虾	n. amphipod
毛里求斯岛	n. Mauritius Island
毛里求斯粉鸽	n. Mauritius pink pigeon
毛里求斯角鲂鮄	n. Mauritius gurnard
毛里求斯鹃鵙	n. Mauritius cuckoo-shrike
毛里裘斯夜苍鹭	n. Mauritius night heron
毛重	n. gross weight
毛野丁香叶	n. hairy wild lilac leaf
毛野古草	n. hairy oldenlandia
毛野扁豆	n. hairy wild bean
毛钱	n. mao
毛钳弓背蚁	n. hairy carpenter ant
毛锥缘蝽	n. hairy leaf-footed bug
毛阿敏	n. Mao Amin
毛际可	n. Mao Jike
毛集	n. Maoji
毛霉	n. mucor
毛霉病	n. mucormycosis
毛霉菌病	n. mucormycosis
毛青步甲	n. hairy ground beetle
毛须胡麻天牛	n. hairy longhorn beetle
毛颌鮟鱇	n. hairy anglerfish
毛额尖额蟹	n. hairy crab
毛额球肖叶甲	n. hairy leaf beetle
毛颧墨粉蝇	n. hairy fly
毛食虫虻亚科	n. hairy robber fly subfamily
毛首圆鲀	n. hairy pufferfish
毛驴	n. donkey
毛驴子	n. donkey
毛骨悚然	phr. creepy	phr. hair-raising
毛鬃饰腹寄蝇	n. hairy tachinid fly
毛魔目夜蛾	n. hairy owlet moth
毛鸿宾	n. Mao Hongbin
毛黄斑青步甲	n. hairy yellow-spotted ground beetle
毛鼻袋熊	n. hairy-nosed wombat
毡	n. felt
毡包	n. felt bag
毡子	n. felt
毡子胡同	n. Felt Hutong
毡帐	n. felt tent
毡帽	n. felt hat
毡幄掷卢忘夜睡	phr. gambling
毡房	n. yurt
毡笠	n. felt hat
毡酒	n. felt wine
毡靴	n. felt boots
毪	n. wool fabric
毫	m. millimeter
毫不	adv. not at all
毫不介意	phr. not care at all
毫不利己	phr. selfless
毫不动摇	phr. unswervingly
毫不犹豫	phr. without hesitation
毫不讳言	phr. not mince words
毫克	m. milligram
毫升	m. milliliter
毫厘	n. iota
毫发	n. hair
毫吉阿	n. Haojia
毫崩	n. Haobeng
毫州市	n. Bozhou City
毫无	adv. not at all
毫无二致	phr. identical
毫无压力	phr. no pressure
毫无意义	phr. meaningless
毫无所知	phr. know nothing
毫无疑义	phr. beyond doubt
毫无疑问	phr. undoubtedly	phr. no doubt
毫无逊色	phr. not inferior
毫末	n. trifle
毫毛	n. fine hair
毫秒	n. millisecond
毫秒级	adj. millisecond-level
毫米	m. millimeter
毫糯索	n. Haonuosuo
毯	n. blanket	n. carpet
毯子	n. blanket
毳	n. fine hair
毵	adj. shaggy
毹	n. carpet
毽	n. shuttlecock
毽子	n. shuttlecock
氅	n. cloak
氆	n. woolen cloth
氇	n. woolen blanket
氍	n. wool carpet
氏	n. Mr	n. surname
氏丸子	n. Shi meatball
氏家族	n. clan	n. family
氏族	n. clan
氏病	n. disease
民	n. people
民不畏死	phr. people fear not death
民不聊生	phr. destitute	phr. impoverished
民丰	n. Minfeng
民丰尼雅	n. Niya site in Minfeng
民丰村	n. Minfeng Village
民丰特纸	n. Minfeng Special Paper
民丰胡同	n. Minfeng Hutong
民丰路	n. Minfeng Road
民丰里	n. Minfengli
民为邦本	phr. people are the foundation
民主	n. democracy
民主东街	n. Minzhu East Street
民主主义	n. democracy
民主人士	n. democratic personage
民主党	n. Democratic Party
民主党人	n. Democrat
民主党派	n. democratic parties
民主刚果	n. DR Congo
民主化	n. democratization
民主北街社区	n. Minzhu Beijie Community
民主南路	n. Minzhu South Road
民主居委会	n. democratic neighborhood committee
民主广场	n. Democracy Square
民主改革	n. democratic reform
民主新村	n. Minzhu Xincun
民主村委会	n. Democratic Village Committee
民主派	n. democrats
民主社区	n. democratic community
民主联盟	n. democratic alliance
民主自决权	n. democratic self-determination
民主街	n. Minzhu Street
民主街居委会	n. Minzhu Street neighborhood committee
民主视野	n. democratic perspective
民主路	n. Minzhu Road
民主路小学	n. Minzhu Road Primary School
民主运动	n. democracy movement
民主道	n. Minzhu Road
民主集中制	n. democratic centralism
民主革命	n. democratic revolution
民之于仁也	phr. people and benevolence
民乐	n. folk music
民乐园	n. Minle Park
民乐新村	n. Minyue New Village
民乐村	n. Minyue Village
民事	n. civil
民事侵权构成要件	n. elements of tort
民事决定书	n. civil ruling
民事委托代理合同	n. civil agency contract
民事审判手册	n. civil trial handbook
民事审判技能	n. civil trial skills
民事强制执行法	n. civil enforcement law
民事执行权	n. civil execution power
民事执行程序	n. civil execution procedure
民事授权委托书	n. civil power of attorney
民事无效行为	n. void civil act
民事权利	n. civil rights
民事案件	n. civil case
民事案件由规定	n. civil case jurisdiction
民事欺诈行为	n. civil fraud
民事法庭	n. civil court
民事法律行为	n. civil legal act
民事特别法	n. special civil law
民事督促起诉	n. civil prosecution urging
民事程序法	n. civil procedure law
民事管辖权	n. civil jurisdiction
民事纠纷	n. civil dispute
民事纠纷解决	n. civil dispute resolution
民事行为能力	n. capacity for civil conduct
民事裁判	n. civil trial
民事裁判方法	n. civil adjudication method
民事裁判标准规范	n. civil trial standards
民事裁定	n. civil ruling
民事诉讼	n. civil lawsuit
民事诉讼法习题集	n. civil procedure exercise book
民事诉讼法学新编	n. New Civil Procedure Law
民事诉讼目的	n. purpose of civil litigation
民事诉讼程序公约	n. Convention on Civil Procedure
民事诉讼终结	n. termination of civil litigation
民事调解制度	n. civil mediation system
民事责任	n. civil liability
民事责任构成要件	n. elements of civil liability
民事责任竞合	n. concurrence of civil liability
民京路	n. Minjing Road
民众	n. people	n. public
民众党	n. People's Party
民俗	n. folk custom
民俗文化村	n. folk culture village
民俗村	n. folk village
民党	n. party
民兵	n. militia
民初	n. early Republic
民力	n. people's strength
民办	adj. private
民办非企业单位	n. private non-enterprise unit
民勤	n. Minqin
民化	v. civilize
民协	n. People's Association
民变	n. popular revolt
民和	n. Minhe
民和县	n. Minhe County
民和村	n. Minhe Village
民和路	n. Minhe Road
民品	n. civilian product
民商事案件	n. civil and commercial cases
民团	n. militia
民国	n. Republic of China
民国元年	n. first year of Republic
民国初年	n. early Republic of China
民国时期	phr. Republic of China era
民声东路	n. Minsheng East Road
民夫	n. civilian laborer
民宅	n. private house
民安	n. people's peace
民安园	n. Min'an Garden
民安居	n. Min'anju
民安村	n. Min'an Village
民安胡同	n. Min'an Hutong
民安苑	n. Min'an Garden
民安街	n. Min'an Street
民安路	n. Min'an Road
民实	n. Minshi
民家	n. private house
民宿	n. guesthouse
民富园	n. Minfu Garden
民富园西门	n. Minfu Garden West Gate
民居	n. residential house
民工	n. migrant worker
民平	n. civil peace
民庆路	n. Minqing Road
民府路	n. Minfu Road
民康胡同	n. Minkang Hutong
民康药业	n. Minkang Pharmaceutical
民建联	n. DAB
民德归厚矣	phr. people's virtue becomes generous
民德路	n. Minde Road
民心	n. popular sentiment
民怨	n. popular discontent
民怨沸腾	phr. popular grievances boil over
民情	n. public sentiment
民意	n. public opinion
民意测验	n. poll
民意街道	n. Min Yi Street
民意调查	n. poll
民愤	n. popular indignation
民房	n. civilian house
民政	n. civil administration
民政事务	n. civil affairs
民政大厦	n. Civil Affairs Building
民政学院	n. College of Civil Affairs
民政局	n. civil affairs bureau
民政街	n. Minzheng Street
民政部	n. Ministry of Civil Affairs
民新	n. Minxin
民族	n. ethnic group	n. nation
民族主义	n. nationalism
民族乐器厂	n. national musical instrument factory
民族党	n. nationalist party
民族共同语	n. common national language
民族医院	n. Ethnic Hospital
民族商务酒店	n. National Business Hotel
民族团结	n. ethnic unity
民族园	n. ethnic park
民族大学社区	n. Ethnic University Community
民族学院	n. ethnic college
民族文化宫	n. Cultural Palace of Nationalities
民族自决权	n. right to national self-determination
民族自治县	n. ethnic autonomous county
民族英雄	n. national hero
民族街道	n. Minzu Street
民族资本	n. national capital
民族路	n. Minzu Road
民族运动	n. national movement
民族院	n. House of Nationalities
民族风情	n. ethnic customs
民旺社区	n. Minwang Community
民星路	n. Minxing Road
民晏路	n. Min'an Road
民智	n. people's wisdom
民望	n. popular support
民权	n. civil rights
民权街	n. Minquan Street
民权门立交桥	n. Minquanmen overpass
民校	n. people's school
民桥	n. Minqiao
民歌	n. folk song
民气	n. popular morale
民治乡	n. Minzhi Township
民治村	n. Minzhi Village
民治村委	n. Minzhi Village Committee
民治路	n. Minzhi Road
民法	n. civil law
民生	n. people's livelihood
民生凋敝	adj. destitute
民生在勤	phr. livelihood depends on diligence
民生大楼	n. Minsheng Building
民生街	n. Minsheng Street
民生证券	n. Minsheng Securities
民生路	n. Minsheng Road
民生路街道	n. Minsheng Road Subdistrict
民用	adj. civilian
民用建筑节能条例	n. civil building energy-saving regulation
民用航空	n. civil aviation
民用航空器优先权	n. priority of civil aircraft
民用航空法	n. civil aviation law
民用航空管理制度	n. civil aviation management system
民田路	n. Mintian Road
民盟	n. democratic league
民祥园	n. Minxiang Garden
民籍	n. nationality
民粹	n. populism
民粹主义	n. populism
民约	n. social contract
民经一路	n. Minjing First Road
民联	n. People's Alliance
民胜街道	n. Minsheng Street
民膏民脂	n. people's hard-earned money
民航	n. civil aviation
民航医院	n. Civil Aviation Hospital
民航大厦	n. Civil Aviation Building
民航大院	n. civil aviation compound
民航学院	n. civil aviation college
民航宾馆	n. Civil Aviation Hotel
民航局	n. civil aviation administration
民航班车	n. airport shuttle
民航站	n. civil aviation station
民航管理局	n. civil aviation administration
民航路	n. Civil aviation road
民航路口	n. Civil Aviation Road intersection
民营	adj. private
民营化	n. privatization
民营经济开发区	n. private economic development zone
民行处	n. civil and administrative division
民行科	n. civil and administrative division
民视	n. FTV
民警	n. police officer
民调	n. poll
民谚	n. folk proverb
民谣	n. folk song
民贼	n. enemy of the people
民运	n. democracy movement
民运街	n. Minyun Street
民进	n. DPP
民进党	n. DPP
民进村	n. Minjin village
民选	adj. popularly elected
民间	n. folk
民间传说	n. folklore
民间借贷	n. private lending
民间团体	n. civil organization
民防	n. civil defense
民阵	n. People's Front
民院路	n. Minyuan Road
民雄	n. Minxiong
民风	n. folk custom
氓	n. people
氓鼬鳚	n. eelpout
气	n. gas	n. air
气不过	v. cannot contain anger
气中	n. in the air
气了	v. angry
气井	n. gas well
气人	adj. annoying
气体	n. gas
气体交换	n. gas exchange
气你	v. anger you
气候	n. climate
气候变化	n. climate change
气候变化协议	n. climate change agreement
气候变化框架公约	n. UNFCCC
气冲	adj. angry
气冲冲	adj. furious
气冲牛斗	phr. angry
气冲穴	n. Qichong acupoint
气分大热	n. qi-level great heat
气力	n. strength	n. effort
气功	n. qigong
气功疗法	n. qigong therapy
气动	adj. pneumatic
气势	n. momentum	n. aura
气势如虹	phr. majestic
气势汹汹	phr. aggressive
气势磅礴	phr. grand	phr. majestic
气化	v. gasify	v. vaporize
气压	n. air pressure
气压创伤性中耳炎	n. barotraumatic otitis media
气厥	n. qi syncope
气口	n. breath point
气可以养而致	phr. qi can be cultivated
气吁吁	adj. panting
气吞山河	phr. overwhelming
气味	n. smell	n. odor
气味相投	phr. congenial
气味腺	n. scent gland
气呼呼	adj. angry	adj. fuming
气咻咻	adj. panting
气哪里	phr. where is the anger
气哭	v. cry from anger
气哼哼	adj. angry	adj. fuming
气喘	n. asthma
气喘吁吁	adj. out of breath
气喘如牛	phr. puffing like a bull
气囊	n. airbag
气囊传感器	n. airbag sensor
气囊控制单元	n. airbag control unit
气囊灯	n. airbag light
气囊电脑	n. airbag computer
气囊电脑板	n. airbag control module
气团	n. air mass
气场	n. aura
气坏	v. infuriate
气垫	n. air cushion
气垫床	n. air mattress
气垫船	n. hovercraft
气壮山河	phr. majestic
气孔	n. stoma	n. pore
气宇	n. bearing
气宇轩昂	adj. dignified
气定神闲	phr. calm and composed
气尿	n. pneumaturia
气层	n. air layer
气度	n. bearing
气得	v. angry
气态	n. gaseous state
气急	adj. furious
气急败坏	adj. furious
气性	n. temper
气性坏疽	n. gas gangrene
气息	n. breath	n. aura
气息奄奄	adj. dying	adj. at one's last gasp
气恼	adj. annoyed
气愤	adj. indignant
气数	n. fate	n. destiny
气数已尽	phr. doomed
气旋	n. cyclone
气昂昂	adj. high-spirited
气枪	n. air gun
气根	n. aerial root
气概	n. spirit	n. mettle
气死	v. infuriate
气死了	phr. pissed off
气死人	phr. infuriating
气死你	phr. annoy you to death
气死我	phr. it makes me furious
气死我了	phr. I'm furious
气气	v. annoy
气氛	n. atmosphere
气汹汹	adj. furious
气泡	n. bubble
气泵	n. air pump
气派	n. style	n. manner
气流	n. airflow
气流式粉碎机	n. jet mill
气浪	n. blast wave
气海	n. sea of qi
气海俞	n. Qihai Shu acupoint
气海穴	n. Qihai acupoint
气温	n. temperature
气滞	n. qi stagnation
气滞证	n. Qi stagnation syndrome
气炸	v. furious
气炸了	v. furious
气焊	n. gas welding
气焰	n. arrogance
气焰嚣张	phr. arrogant
气球	n. balloon
气瓶站	n. gas cylinder station
气田	n. gas field
气盛	adj. high-spirited
气相色谱法	n. gas chromatography
气眼	n. air hole	n. vent
气短	adj. short of breath	adj. discouraged
气磺蛋	n. gas sulfone egg
气穴	n. acupoint
气窗	n. transom	n. ventilator
气筒	n. pump
气管	n. trachea	n. windpipe
气管切开术	n. tracheotomy
气管插管	n. tracheal intubation
气管插管术	n. endotracheal intubation
气管支架	n. tracheal stent
气管炎	n. tracheitis
气管炎丸	n. tracheitis pill
气管炎橡胶膏	n. tracheitis rubber plaster
气管炎疫苗	n. bronchitis vaccine
气管镜	n. bronchoscope
气管食管瘘	n. tracheoesophageal fistula
气粗	adj. arrogant	adj. rude
气绝	v. die	v. expire
气缸	n. cylinder
气缸盖垫片	n. cylinder head gasket
气网	n. gas network
气网红	n. angry internet celebrity
气胀	n. flatulence
气胸	n. pneumothorax
气脉	n. qi channels
气脑造影	n. pneumoencephalography
气腹	n. pneumoperitoneum
气色	n. complexion
气节	n. integrity
气蒸云梦泽	phr. steam over Yunmeng marsh
气虚	n. qi deficiency
气虚证	n. qi deficiency syndrome
气血	n. vital energy and blood
气血失调	n. qi-blood disharmony
气血康胶囊	n. Qi Xue Kang capsule
气话	n. angry words
气象	n. weather	n. meteorology
气象万千	phr. magnificent
气象厅	n. meteorological agency
气象台	n. weather station
气象台路	n. Meteorological Station Road
气象局	n. weather bureau
气象站	n. weather station
气象里	n. Qixiangli
气质	n. temperament	n. aura
气贯长虹	phr. spirit soaring like rainbow
气路控制阀	n. air control valve
气轮机	n. gas turbine
气道阻力	n. airway resistance
气郁	n. qi stagnation
气量	n. tolerance
气锤	n. air hammer
气门	n. valve
气门室垫	n. valve cover gasket
气门室盖垫	n. valve cover gasket
气门室罩盖	n. valve cover
气门弹簧	n. valve spring
气门弹簧座	n. valve spring seat
气门摇臂轴	n. rocker arm shaft
气门盖	n. valve cap
气门调整螺丝	n. valve adjusting screw
气闷	adj. stuffy
气阀	n. air valve
气雾剂	n. aerosol
气韵	n. spirit	n. rhythm
气馁	v. discouraged
气魄	n. boldness
气鼓鼓	adj. furious
氕	n. protium
氖	n. neon
氘	n. deuterium
氘氚反应	n. deuterium-tritium reaction
氙	n. xenon
氚	n. tritium
氛	n. atmosphere
氛围	n. atmosphere
氛埃辟而清凉	phr. dispelling dust and cool
氟	n. fluorine
氟中毒	n. fluorosis
氟乙酰胺	n. fluoroacetamide
氟他胺片	n. flutamide tablet
氟伏沙明	n. fluvoxamine
氟伐他汀	n. fluvastatin
氟利昂	n. Freon
氟化	v. fluorinate
氟化泡沫	n. fluoride foam
氟化物	n. fluoride
氟哌啶醇	n. haloperidol
氟哌啶醇片	n. Haloperidol tablets
氟哌酸	n. norfloxacin
氟哌酸胶囊	n. norfloxacin capsules
氟啶酸	n. Fluridine acid
氟喹诺酮	n. fluoroquinolone
氟奋乃静	n. fluphenazine
氟安定	n. Flurazepam
氟尿嘧啶	n. fluorouracil
氟康唑	n. fluconazole
氟康唑注射液	n. fluconazole injection
氟康唑片	n. fluconazole tablet
氟康唑胶囊	n. fluconazole capsules
氟替卡松	n. fluticasone
氟桂利嗪	n. flunarizine
氟桂嗪	n. Flunarizine
氟氯西林	n. flucloxacillin
氟氯西林钠	n. flucloxacillin sodium
氟烷	n. halothane
氟牙症	n. fluorosis
氟硝西泮	n. flunitrazepam
氟罗沙星	n. fleroxacin
氟罗沙星注射液	n. Fleroxacin injection
氟胞嘧啶片	n. Flucytosine tablets
氟西汀	n. fluoxetine
氟西泮	n. Flurazepam
氟轻松	n. fluocinonide
氟达拉滨	n. fludarabine
氟马西尼	n. Flumazenil
氟骨病	n. skeletal fluorosis
氟骨症	n. fluorosis of bone
氡	n. radon
氢	n. hydrogen
氢动力燃料电池车	n. hydrogen fuel cell vehicle
氢动四号	n. Hydrogen No.4
氢化	v. hydrogenate
氢化可的松	n. hydrocortisone
氢化松香甘油酯	n. hydrogenated rosin glyceride
氢单胞菌属	n. Hydrogenomonas
氢吗啡酮	n. hydromorphone
氢弹	n. hydrogen bomb
氢气	n. hydrogen
氢气转子发动机	n. hydrogen rotary engine
氢氟噻嗪	n. Hydroflumethiazide
氢氧化物	n. hydroxide
氢氧化钙	n. calcium hydroxide
氢氧化钠	n. sodium hydroxide
氢氧化钾	n. potassium hydroxide
氢氧化铝	n. aluminum hydroxide
氢氧化铝凝胶	n. aluminum hydroxide gel
氢氧化镁	n. Magnesium hydroxide
