# 由 qingjian-gloss-gen english 生成（LLM）：英文词的中文释义。词（小写）	[词性. ]释义	[词性. ]释义
a	一
molten	adj. 熔化的
molybdenum	n. 钼
mom	n. 妈妈
mombasa	n. 蒙巴萨
moment	n. 时刻
momentarily	adv. 片刻	adv. 立即
momentary	adj. 短暂的
momentous	adj. 重大的
moments	n. 时刻
momentum	n. 动量	n. 势头
mommies	n. 妈妈
mommy	n. 妈妈
moms	n. 妈妈们
mon	n. 周一
mona	n. 莫娜
monaco	n. 摩纳哥
monarch	n. 君主
monarchies	n. 君主制
monarchs	n. 君主
monarchy	n. 君主制
monasteries	n. 修道院
monastery	n. 修道院	n. 寺院
monastic	adj. 修道院的
mondale	n. 蒙代尔
monday	n. 星期一
mondays	n. 星期一
monet	n. 莫奈
monetary	adj. 货币的
monetization	n. 货币化
monetize	v. 变现
money	n. 钱
moneys	n. 款项
monger	n. 贩子
mongering	n. 贩卖
mongo	n. 蒙古人
mongod	n. mongod
mongodb	n. MongoDB
mongol	n. 蒙古人
mongolia	n. 蒙古
mongolian	adj. 蒙古的
mongols	n. 蒙古人
mongoose	n. 猫鼬
mongosh	n. mongosh
mongrel	n. 杂种狗
monica	n. 莫妮卡
moniker	n. 绰号
monique	n. 莫妮克
monit	n. 监控
monitor	n. 监视器	n. 显示器
monitorability	n. 可监控性
monitored	v. 监控
monitoring	n. 监控
monitors	n. 监视器
monk	n. 僧侣
monkey	n. 猴子
monkeys	n. 猴子
monks	n. 僧侣
monmouth	n. 蒙茅斯
mono	n. 单声道	n. 单核细胞增多症
monochromatic	adj. 单色的
monochrome	adj. 单色的
monoclonal	adj. 单克隆的
monogamous	adj. 一夫一妻的
monogamy	n. 一夫一妻制
monogram	n. 字母组合
monograph	n. 专著
monographs	n. 专著
monolith	n. 巨石
monolithic	adj. 整体式的
monologue	n. 独白
monologues	n. 独白	n. 长篇大论
monomer	n. 单体
monomers	n. 单体
monopolies	n. 垄断
monopolistic	adj. 垄断的
monopoly	n. 垄断
monorail	n. 单轨
monorepo	n. 单仓库
monorepos	n. 单仓库
monospace	adj. 等宽
monospaced	adj. 等宽的
monotheism	n. 一神论
monotheistic	adj. 一神论的
monotone	n. 单调
monotonous	adj. 单调的
monotony	n. 单调
monoxide	n. 一氧化物
monroe	n. 梦露
monrovia	n. 蒙罗维亚
monsanto	n. 孟山都
monsieur	n. 先生
monsignor	n. 阁下
monsoon	n. 季风
monster	n. 怪物
monsters	n. 怪物
monstrosity	n. 怪物
monstrous	adj. 巨大的
mont	n. 蒙特
montage	n. 蒙太奇
montague	n. 蒙塔古
montaigne	n. 蒙田
montana	n. 蒙大拿
monte	n. 蒙特
montenegro	n. 黑山
monterey	n. 蒙特雷
monterrey	n. 蒙特雷
montessori	n. 蒙台梭利
montevideo	n. 蒙得维的亚
montezuma	n. 蒙特祖玛
montgomery	n. 蒙哥马利
month	n. 月
monthly	adj. 每月的
months	n. 月份
monticello	n. 蒙蒂塞洛
montoya	n. 蒙托亚
montpelier	n. 蒙彼利埃
montreal	n. 蒙特利尔
montserrat	n. 蒙特塞拉特
monty	n. 蒙蒂
monument	n. 纪念碑
monumental	adj. 巨大的
monuments	n. 纪念碑
moo	n. 哞
mood	n. 心情	n. 情绪
moods	n. 情绪
moody	adj. 情绪化的
moog	n. 穆格
moon	n. 月亮
mooney	n. 穆尼
moonlight	n. 月光
moonlighting	n. 兼职
moonlit	adj. 月光照耀的
moons	n. 月亮	n. 卫星
moonshine	n. 私酒
moonstone	n. 月光石
moor	n. 荒野	n. 沼地
moore	n. 摩尔
moored	v. 停泊
mooring	n. 系泊
moorings	n. 系泊处
moorish	adj. 摩尔人的
moorland	n. 荒野
moors	n. 荒野
moose	n. 驼鹿
moot	adj. 悬而未决的
mooted	v. 提出
mootools	n. MooTools
mop	n. 拖把
moped	n. 轻骑
mopping	n. 拖地
mops	n. 拖把
moraine	n. 冰碛
moral	adj. 道德的
morale	n. 士气
morales	n. 莫拉莱斯
morality	n. 道德
morally	adv. 道德上
morals	n. 道德	n. 品行
moran	n. 莫兰
moratorium	n. 暂停
moravia	n. 摩拉维亚
moravian	adj. 摩拉维亚的
moray	n. 海鳝
morbid	adj. 病态的
morbidity	n. 发病率
morbidly	adv. 病态地
more	adj. 更多
morel	n. 羊肚菌
moreno	n. 莫雷诺
moreover	adv. 此外
mores	n. 习俗
morgan	n. 摩根
morgantown	n. 摩根敦
morgue	n. 停尸房
moriarty	n. 莫里亚蒂
moribund	adj. 垂死的
morin	n. 莫林
morison	n. 莫里森
morley	n. 莫利
mormon	n. 摩门教徒
mormonism	n. 摩门教
mormons	n. 摩门教徒
morn	n. 早晨
morning	n. 早晨	n. 上午
mornings	n. 早晨
moro	n. 摩洛
moroccan	adj. 摩洛哥的
morocco	n. 摩洛哥
moron	n. 傻瓜
moronic	adj. 愚蠢的
morons	n. 蠢人
morph	v. 变形
morphed	v. 变形
morpheus	n. 摩耳甫斯
morphine	n. 吗啡
morphing	v. 变形
morphological	adj. 形态
morphology	n. 形态学
morphs	v. 变形
morris	n. 莫里斯
morrison	n. 莫里森
morristown	n. 莫里斯敦
morrow	n. 莫罗
morse	n. 莫尔斯
morsel	n. 一口
mort	n. 莫特
mortal	adj. 致命的
mortality	n. 死亡率
mortally	adv. 致命地
mortals	n. 凡人
mortar	n. 迫击炮	n. 砂浆
mortars	n. 迫击炮	n. 砂浆
mortgage	n. 抵押贷款
mortgaged	adj. 抵押的
mortgages	n. 抵押贷款
mortified	adj. 窘迫的
mortimer	n. 莫蒂默
morton	n. 莫顿
mortuary	n. 太平间
mos	n. MO
mosaic	n. 马赛克
mosaics	n. 马赛克
moscow	n. 莫斯科
moseley	n. 莫塞莱
moses	n. 摩西
mosh	v. 狂舞
mosley	n. 莫斯利
mosque	n. 清真寺
mosques	n. 清真寺
mosquito	n. 蚊子
mosquitoes	n. 蚊子
moss	n. 苔藓
mosses	n. 苔藓
mossy	adj. 长苔的
most	adv. 最	adv. 非常
mostly	adv. 主要地
mosul	n. 摩苏尔
mot	n. 警句
motd	n. 当日消息
mote	n. 微粒
motel	n. 汽车旅馆
motels	n. 汽车旅馆
moth	n. 蛾
mother	n. 母亲
motherboard	n. 主板
motherboards	n. 主板
motherfucker	n. 混蛋
motherfuckers	n. 混蛋
motherfucking	adj. 该死的
motherhood	n. 母性
mothering	n. 母亲般的照料
motherland	n. 祖国
motherly	adj. 慈母般的
mothers	n. 母亲
moths	n. 蛾
motif	n. 主题
motifs	n. 主题
motility	n. 运动性
motion	n. 运动	n. 动作
motionless	adj. 静止的
motions	n. 动作
motivate	v. 激励
motivated	adj. 有动力的
motivates	v. 激励
motivating	adj. 激励的
motivation	n. 动机	n. 动力
motivational	adj. 激励的
motivations	n. 动机
motivator	n. 激励者
motive	n. 动机
motives	n. 动机
motley	adj. 混杂的
motocross	n. 越野摩托
motor	n. 马达	n. 发动机
motorbike	n. 摩托车
motorbikes	n. 摩托车
motorboat	n. 摩托艇
motorcade	n. 车队
motorcycle	n. 摩托车
motorcycles	n. 摩托车
motorcyclist	n. 摩托车手
motorcyclists	n. 摩托车手
motoring	n. 驾车
motorised	adj. 机动化的
motorist	n. 驾车者
motorists	n. 驾车者
motorized	adj. 机动
motorola	n. 摩托罗拉
motors	n. 马达
motorsport	n. 赛车运动
motorsports	n. 赛车运动
motorway	n. 高速公路
motorways	n. 高速公路
motown	n. 摩城
mott	n. 莫特
mottled	adj. 斑驳的
motto	n. 座右铭
mould	n. 模具	n. 霉菌
moulded	v. 塑造
moulding	n. 成型	n. 塑造
moulds	n. 模具
moulton	n. 莫尔顿
mound	n. 土堆	n. 丘
mounds	n. 土墩
mount	v. 登上
mountain	n. 山
mountaineer	n. 登山者
mountaineering	n. 登山
mountaineers	n. 登山者
mountainous	adj. 多山的	adj. 巨大的
mountains	n. 山脉
mountainside	n. 山腰
mountaintop	n. 山顶
mountbatten	n. 蒙巴顿
mounted	adj. 安装的	adj. 骑马的
mounting	n. 安装
mounts	v. 登上
mourn	v. 哀悼
mourned	v. 哀悼
mourners	n. 哀悼者
mournful	adj. 悲哀的
mourning	n. 哀悼
mourns	v. 哀悼
mouse	n. 鼠标	n. 老鼠
mouseover	n. 悬停
mousewheel	n. 鼠标滚轮
mousse	n. 慕斯
moustache	n. 胡子
mouth	n. 嘴
mouthed	v. 说出
mouthful	n. 一口
mouthing	v. 说出	v. 做口型
mouthpiece	n. 喉舌
mouths	n. 嘴
mouthwash	n. 漱口水
mouton	n. 穆顿
movable	adj. 可动
move	v. 移动
moved	v. 移动
movement	n. 运动
movements	n. 运动
mover	n. 搬家公司
movers	n. 搬家公司	n. 推动者
moves	v. 移动
movie	n. 电影
movies	n. 电影
moving	adj. 感人的
mow	v. 割
mowed	v. 割
mower	n. 割草机
mowers	n. 割草机
mowing	n. 割草
moxie	n. 勇气
mozambique	n. 莫桑比克
mozart	n. 莫扎特
mozilla	n. Mozilla
mozzarella	n. 马苏里拉奶酪
mp	n. 议员
mpeg	n. 动态图像专家组
mpg	n. 英里/加仑
mph	n. 英里/小时
mpkts	n. 兆包
mpl	n. MPL
mpls	n. 多协议标签交换
mpps	n. MPPS
mps	n. 议员
mri	n. 核磁共振
mrkdwn	n. mrkdwn
ms	n. 微软
msdn	n. MSDN
msedge	n. 微软Edge
msg	n. 味精
msgid	n. 消息ID
msglist	n. 消息列表
msgpack	n. 消息包
msgs	n. 消息
msgstr	n. 消息字符串
mssql	n. MSSQL
mssqlserver	n. MSSQL服务器
mst	n. 山区标准时间
msteams	n. 微软Teams
mt	n. 蒙大拿州
mtime	n. 修改时间
mtls	n. 双向TLS
mtv	n. 音乐电视
mu	n. 亩
mubarak	n. 穆巴拉克
much	adv. 非常	adv. 多
muck	n. 淤泥
mucking	v. 弄脏
mucosa	n. 黏膜
mucous	adj. 黏液的
mucus	n. 黏液
mud	n. 泥
muddle	v. 弄乱	v. 糊涂
muddled	adj. 糊涂的
muddy	adj. 泥泞的
mueller	n. 穆勒
muff	n. 暖手筒
muffin	n. 松饼
muffins	n. 松饼
muffled	adj. 闷的	adj. 压抑的
muffler	n. 消声器
mufti	n. 便服	n. 穆夫提
mug	n. 马克杯
mugabe	n. 穆加贝
mugged	v. 抢劫
mugging	n. 抢劫
muggle	n. 麻瓜
muggles	n. 麻瓜
muggy	adj. 闷热的
mugs	n. 杯子
mugshot	n. 面部照片
muhammad	n. 穆罕默德
muir	n. 缪尔
mujahideen	n. 圣战者
mulatto	n. 黑白混血儿
mulberry	n. 桑葚
mulch	n. 覆盖物
mulder	n. 穆德
mule	n. 骡子
mules	n. 骡子
mull	v. 思考
mullah	n. 毛拉
mulled	v. 深思
mullen	n. 马伦
muller	n. 穆勒
mullet	n. 鲻鱼
mulligan	n. 穆利根
mulling	v. 思考
mullins	n. 马林斯
multi	adj. 多
multicast	n. 组播
multichannel	adj. 多渠道的
multicolored	adj. 多彩
multicultural	adj. 多元文化的
multiculturalism	n. 多元文化
multidimensional	adj. 多维的
multidisciplinary	adj. 多学科的
multifaceted	adj. 多方面的
multifamily	adj. 多户
multilateral	adj. 多边的
multilevel	adj. 多层的
multilingual	adj. 多语的
multilog	n. 多日志
multimedia	n. 多媒体
multimillion	adj. 数百万
multimodal	adj. 多模式的
multinational	adj. 跨国的
multinationals	n. 跨国公司
multipass	n. 多次通过
multipath	n. 多路径
multiplayer	adj. 多人的
multiple	adj. 多个的
multiples	n. 倍数
multiplex	n. 多厅影院
multiplication	n. 乘法
multiplicative	adj. 乘法的
multiplicity	n. 多样性
multiplied	v. 倍增
multiplier	n. 乘数
multipliers	n. 乘数
multiplies	v. 繁殖	v. 增加
multiply	v. 乘	v. 繁殖
multiplying	v. 相乘
multiprocessing	n. 多进程
multiprop	n. 多属性
multiprotocol	adj. 多协议
multipurpose	adj. 多用途的
multiracial	adj. 多种族的
multirate	adj. 多速率
multiroot	n. 多根
multiselect	n. 多选
multitarget	adj. 多目标
multitask	v. 多任务处理
multitasking	n. 多任务
multithread	n. 多线程
multithreaded	adj. 多线程的
multithreading	n. 多线程
multitouch	adj. 多点触控
multitude	n. 众多
multitudes	n. 群众
multivariate	adj. 多变量的
multiverse	n. 多元宇宙
mum	n. 妈妈
mumbai	n. 孟买
mumble	v. 咕哝
mumbled	v. 嘟囔
mumbles	v. 嘟囔
mumbling	v. 嘟囔
mumford	n. 芒福德
mummies	n. 木乃伊
mummified	adj. 木乃伊化的
mummy	n. 木乃伊
mumps	n. 腮腺炎
mums	n. 妈妈
munch	v. 咀嚼
munchies	n. 零食
munching	v. 咀嚼
munchkin	n. 小矮人
muncie	n. 曼西
mundane	adj. 平凡的
munge	v. 篡改
munged	v. 已处理
munges	v. 处理
munging	v. 处理中
muni	n. 市政
munich	n. 慕尼黑
municipal	adj. 市政的
municipalities	n. 市政当局
municipality	n. 市
munitions	n. 军火
munoz	n. 穆尼奥斯
munro	n. 芒罗
munster	n. 芒斯特
muppet	n. 布偶
mural	n. 壁画
murals	n. 壁画
murat	n. 穆拉特
murchison	n. 默奇森
murder	n. 谋杀
murdered	v. 谋杀
murderer	n. 凶手
murderers	n. 杀人犯	n. 凶手
murdering	v. 谋杀
murderous	adj. 凶残的
murders	n. 谋杀
murdoch	n. 默多克
murfreesboro	n. 默弗里斯伯勒
muriel	n. 穆里尔
murillo	n. 穆里略
murine	adj. 鼠的
murky	adj. 浑浊
murmur	v. 低语	v. 咕哝
murmured	v. 低语
murmuring	v. 低语
murmurs	n. 低语
murphy	n. 墨菲
murray	n. 默里
mus	n. 鼠属
muscat	n. 马斯喀特
muscle	n. 肌肉
muscled	adj. 肌肉发达的
muscles	n. 肌肉
muscular	adj. 肌肉的
musculature	n. 肌肉系统
musculoskeletal	adj. 肌骨骼的
muse	n. 缪斯
mused	v. 沉思
muses	v. 沉思
museum	n. 博物馆
museums	n. 博物馆
mush	n. 糊状物
musharraf	n. 穆沙拉夫
mushroom	n. 蘑菇
mushrooms	n. 蘑菇
mushy	adj. 糊状的
music	n. 音乐
musical	adj. 音乐的
musically	adv. 音乐上
musicals	n. 音乐剧
musician	n. 音乐家
musicians	n. 音乐家
musicianship	n. 音乐才能
musing	n. 沉思
musings	n. 沉思	n. 感想
musixmatch	n. 歌词匹配
musk	n. 麝香
muskegon	n. 马斯基根
musket	n. 火枪
musketeers	n. 火枪手
muskets	n. 火枪
musl	n. musl
muslim	n. 穆斯林
muslims	n. 穆斯林
muslin	n. 平纹细布
mussel	n. 贻贝
mussels	n. 贻贝
mussolini	n. 墨索里尼
must	v. 必须
mustache	n. 胡子
mustaches	n. 胡子
mustang	n. 野马
mustangs	n. 野马
mustard	n. 芥末
muster	v. 召集
mustered	v. 召集
musty	adj. 发霉的
mutant	n. 突变体
mutants	n. 突变体
mutate	v. 突变
mutated	v. 突变
mutation	n. 突变
mutations	n. 突变
mutator	n. 变异器
mutators	n. 修改器
mute	adj. 哑的
muted	adj. 柔和的	adj. 沉默的
mutex	n. 互斥锁
mutexes	n. 互斥锁
mutilated	adj. 残缺的
mutilation	n. 毁伤
muting	v. 静音
mutiny	n. 兵变	n. 叛变
mutt	n. 杂种狗
mutter	v. 咕哝
muttered	v. 咕哝
muttering	v. 喃喃自语
mutters	v. 咕哝
mutton	n. 羊肉
mutual	adj. 相互的
mutually	adv. 相互地
muzzle	n. 口套
mvp	n. 最有价值球员
mw	n. 兆瓦
my	pron. 我的
myanmar	n. 缅甸
myers	n. 迈尔斯
myles	n. 迈尔斯
myocardial	adj. 心肌的
myopia	n. 近视
myopic	adj. 近视的
myra	n. 迈拉
myriad	n. 无数
myron	n. 迈伦
myrrh	n. 没药
myrtle	n. 桃金娘
myself	pron. 我自己
mysore	n. 迈索尔
myspace	n. MySpace
mysql	n. MySQL
mysteries	n. 神秘	n. 谜
mysterious	adj. 神秘的
mysteriously	adv. 神秘地
mystery	n. 神秘
mystic	adj. 神秘的
mystical	adj. 神秘
mysticism	n. 神秘主义
mystics	n. 神秘主义者
mystified	v. 迷惑
mystique	n. 神秘
myth	n. 神话
mythic	adj. 神话的
mythical	adj. 神话的
mythological	adj. 神话的
mythology	n. 神话
myths	n. 神话
myvariable	n. 我的变量
n	n. 北
na	n. 钠
naan	n. 馕
nab	v. 逮捕
nabbed	v. 抓住	v. 逮捕
nabokov	n. 纳博科夫
nacho	n. 烤干酪辣味玉米片
nachos	n. 烤干酪辣味玉米片
nack	n. NACK
nacos	n. 纳科斯
nader	n. 纳德
nadia	n. 纳迪娅
nadine	n. 纳丁
nadir	n. 最低点	n. 最糟时刻
nae	n. 不
nafta	n. 北美自贸协定
nag	v. 唠叨
nagasaki	n. 长崎
nagging	adj. 唠叨的
nagios	n. Nagios
nagoya	n. 名古屋
nagpur	n. 那格浦尔
nagy	n. 纳吉
nah	int. 不
nail	n. 指甲	n. 钉子
nailed	v. 钉住	v. 搞定
nailing	v. 钉住
nails	n. 指甲
nair	n. 奈尔
nairobi	n. 内罗毕
naismith	n. 奈史密斯
naive	adj. 天真的
naively	adv. 天真地
naivety	n. 天真
naked	adj. 裸体的
nakedness	n. 赤裸
nam	n. 越南
name	n. 名字
named	adj. 命名的
nameless	adj. 无名
namely	adv. 即
nameplate	n. 铭牌
names	n. 名字
namesake	n. 同名者
namespace	n. 命名空间
namespaced	adj. 命名空间的
namespaces	n. 命名空间
namespacing	n. 命名空间
namibia	n. 纳米比亚
naming	n. 命名
nan	n. 南
nancy	n. 南希
nanjing	n. 南京
nannies	n. 保姆
nanny	n. 保姆
nano	n. 纳米
nanos	n. 纳秒
nanotechnology	n. 纳米技术
nanotubes	n. 纳米管
nantes	n. 南特
nantucket	n. 楠塔基特
naomi	n. 娜奥米
nap	n. 小睡
napa	n. 纳帕
napalm	n. 凝固汽油
nape	n. 颈背
napier	n. 内皮尔
napkin	n. 餐巾
napkins	n. 餐巾
naples	n. 那不勒斯
napoleon	n. 拿破仑
napoleonic	adj. 拿破仑的
nappies	n. 尿布
napping	v. 小睡
nappy	n. 尿布
naps	n. 小睡
napster	n. Napster
narc	n. 缉毒警
narcissism	n. 自恋
narcissist	n. 自恋者
narcissistic	adj. 自恋的
narcissists	n. 自恋者
narcissus	n. 水仙
narco	n. 毒品贩子
narcolepsy	n. 嗜睡症
narcotic	n. 麻醉剂
narcotics	n. 毒品
narnia	n. 纳尼亚
narrate	v. 叙述
narrated	v. 叙述
narrates	v. 叙述
narrating	v. 叙述	v. 讲述
narration	n. 叙述
narrative	n. 叙述
narratives	n. 叙述
narrator	n. 叙述者
narrators	n. 叙述者
narrow	adj. 狭窄的
narrowable	adj. 可收窄的
narrowables	n. 可收窄项
narrowed	v. 变窄
narrower	adj. 更窄的
narrowest	adj. 最窄的
narrowing	v. 收窄
narrowly	adv. 勉强地	adv. 狭窄地
narrows	v. 变窄
nary	adj. 一个也没有
nasa	n. 美国宇航局
nasal	adj. 鼻的
nascar	n. 纳斯卡
nascent	adj. 初期的
nasdaq	n. 纳斯达克
nash	n. 纳什
nashua	n. 纳舒厄
nashville	n. 纳什维尔
nassau	n. 拿骚
nasser	n. 纳赛尔
nastiest	adj. 最恶劣的
nastiness	n. 肮脏
nasty	adj. 肮脏的	adj. 恶劣的
nat	n. 纳特
natal	adj. 出生的
natalia	n. 娜塔莉亚
natalie	n. 娜塔莉
natasha	n. 娜塔莎
natchez	n. 纳奇兹
nate	n. 内特
nathan	n. 内森
nathaniel	n. 纳撒尼尔
nation	n. 国家	n. 民族
national	adj. 国家的
nationalisation	n. 国有化
nationalised	v. 国有化
nationalism	n. 民族主义
nationalist	n. 民族主义者
nationalistic	adj. 民族主义的
nationalists	n. 民族主义者
nationalities	n. 国籍
nationality	n. 国籍
nationalization	n. 国有化
nationalized	v. 国有化
nationally	adv. 全国
nationals	n. 国民
nations	n. 国家
nationwide	adj. 全国性的
native	adj. 本地的	adj. 土著的
natives	n. 本地人
nativity	n. 出生
nato	n. 北约
nats	n. NATS
natty	adj. 整洁的
natural	adj. 自然
naturalism	n. 自然主义
naturalist	n. 博物学家
naturalistic	adj. 自然主义的
naturalists	n. 博物学家
naturalization	n. 归化
naturalized	adj. 归化的
naturally	adv. 自然地
naturals	n. 自然物
nature	n. 自然
natures	n. 自然
naught	n. 无
naughty	adj. 淘气的
nauru	n. 瑙鲁
nausea	n. 恶心
nauseating	adj. 令人作呕的
nauseous	adj. 恶心的
nautical	adj. 航海的
nautilus	n. 鹦鹉螺
nav	n. 导航
navajo	n. 纳瓦霍人
naval	adj. 海军的
navarre	n. 纳瓦拉
navarro	n. 纳瓦罗
navbar	n. 导航栏
nave	n. 中殿
navel	n. 肚脐
navies	n. 海军
navigable	adj. 可通航的
navigate	v. 导航
navigated	v. 导航	v. 航行
navigating	v. 导航
navigation	n. 导航
navigational	adj. 导航的
navigator	n. 导航员
navigators	n. 导航员
navtree	n. 导航树
navy	n. 海军
nay	adv. 不
naysayers	n. 反对者
nazarene	n. 拿撒勒人
nazareth	n. 拿撒勒
nazi	n. 纳粹
nazis	n. 纳粹
nazism	n. 纳粹主义
nb	n. 注意
nba	n. NBA
nbc	n. 全国广播公司
nbs	n. 国家标准局
nbtstat	n. NBTStat
nc	n. 北卡罗来纳
ncaa	n. 美国大学体育协会
nco	n. 军士
ncurses	n. ncurses库
nd	n. 北达科他州
nda	n. 保密协议
ndef	n. NDEF
ndjson	n. 换行分隔JSON
ne	n. 内布拉斯加
neal	n. 尼尔
neanderthal	n. 尼安德特人
neanderthals	n. 尼安德特人
neapolitan	n. 那不勒斯人
near	prep. 在...附近
nearby	adj. 附近的
neared	v. 接近
nearer	adj. 更近的
nearest	adj. 最近的
nearing	v. 接近
nearly	adv. 几乎	adv. 将近
nears	v. 接近
neat	adj. 整洁的
neath	prep. 在...之下
neatly	adv. 整洁地
neb	n. 内布
nebraska	n. 内布拉斯加
nebula	n. 星云
nebulous	adj. 模糊的
necessarily	adv. 必然
necessary	adj. 必要的
necessitate	v. 需要
necessitated	v. 需要
necessitates	v. 需要
necessitating	v. 需要
necessities	n. 必需品
necessity	n. 必要性
neck	n. 脖子
necked	v. 亲吻
necklace	n. 项链
necklaces	n. 项链
neckline	n. 领口
necks	n. 脖子
necktie	n. 领带
necromancer	n. 巫师
necrosis	n. 坏死
necrotic	adj. 坏死的
nectar	n. 花蜜
ned	n. 内德
need	v. 需要
needed	v. 需要
needful	adj. 需要的
needing	v. 需要
needle	n. 针
needles	n. 针
needless	adj. 不必要的
needlessly	adv. 不必要地
needlework	n. 针线活
needs	v. 需要
needy	adj. 贫困的
nefarious	adj. 邪恶的
negate	v. 否定
negated	v. 否定
negates	v. 否定
negating	v. 否定
negation	n. 否定
negative	adj. 消极的	adj. 负面的
negatively	adv. 消极地
negatives	n. 负面
negativity	n. 消极
negev	n. 内盖夫
neglect	v. 忽视
neglected	v. 忽视
neglecting	v. 忽视
neglects	v. 忽视
negligence	n. 疏忽	n. 过失
negligent	adj. 疏忽的
negligible	adj. 微不足道的
negotiable	adj. 可协商的
negotiate	v. 谈判
negotiated	v. 谈判
negotiates	v. 谈判
negotiating	v. 谈判
negotiation	n. 谈判
negotiations	n. 谈判
negotiator	n. 谈判者
negotiators	n. 谈判者
negro	n. 黑人
negroes	n. 黑人
negros	n. 黑人
neh	n. 国家人文基金会
nehemiah	n. 尼希米
nehru	n. 尼赫鲁
neighbor	n. 邻居
neighborhood	n. 街区
neighborhoods	n. 社区
neighboring	adj. 邻近的
neighbors	n. 邻居
neighbour	n. 邻居
neighbourhood	n. 街区
neighbourhoods	n. 街区
neighbouring	adj. 邻近的
neighbours	n. 邻居
neil	n. 尼尔
neither	pron. 两者都不
